district,state,point_id,latitude,longitude,elevation_m,slope_degrees,aspect_degrees,slope_direction,terrain_type,flood_risk_elevation,landslide_risk,land_cover,soil_type,drainage_density
Wardha,Maharashtra,WAR_015,20.5732,78.3534,245.4,6.6,23.6,North,Hillside,High,Low,Forest,Sandy,1.3
Wardha,Maharashtra,WAR_016,20.6957,78.4594,310.6,7.0,75.6,East,Hillside,High,Low,Agricultural,Rocky,1.01
Wardha,Maharashtra,WAR_017,20.6467,78.5425,227.2,2.2,73.7,East,Hillside,High,Low,Forest,Sandy,0.9
Wardha,Maharashtra,WAR_018,20.8684,78.8456,243.7,10.5,49.0,East,Hillside,High,Moderate,Agricultural,Black Cotton,1.47
Wardha,Maharashtra,WAR_019,20.6036,78.3235,335.7,5.8,327.1,North,Hillside,High,Low,Water Body,Red Laterite,2.83
Wardha,Maharashtra,WAR_020,20.6697,78.6128,245.4,7.5,34.5,North,Hillside,High,Low,Agricultural,Black Cotton,3.59
Wardha,Maharashtra,WAR_021,20.6357,78.4887,295.5,4.6,178.5,South,Hillside,High,Low,Forest,Red Laterite,3.49
Wardha,Maharashtra,WAR_022,20.9142,78.8879,297.2,4.9,98.3,East,Hillside,High,Low,Urban,Alluvial,3.49
Wardha,Maharashtra,WAR_023,20.7967,78.4871,252.6,4.4,158.0,South,Hillside,High,Low,Agricultural,Sandy,3.3
Wardha,Maharashtra,WAR_024,20.681,78.7722,168.1,0.0,49.0,East,Valley,High,Low,Urban,Black Cotton,1.92
Wardha,Maharashtra,WAR_025,20.503,78.4143,278.9,6.0,55.5,East,Hillside,High,Low,Urban,Red Laterite,4.31
Wardha,Maharashtra,WAR_026,20.658,78.5257,274.0,4.6,88.3,East,Hillside,High,Low,Forest,Black Cotton,3.97
Wardha,Maharashtra,WAR_027,20.9848,78.6031,424.4,5.5,317.3,North,Peak,Moderate,Low,Agricultural,Alluvial,3.4
Wardha,Maharashtra,WAR_028,20.9454,78.5013,218.3,5.1,85.8,East,Hillside,High,Low,Forest,Alluvial,1.36
Wardha,Maharashtra,WAR_029,20.4501,78.6264,359.0,6.9,253.8,West,Peak,High,Low,Forest,Black Cotton,2.8
Wardha,Maharashtra,WAR_030,20.8416,78.8834,181.3,5.0,118.5,East,Hillside,High,Low,Agricultural,Sandy,3.03
Washim,Maharashtra,WAS_001,19.8219,76.909,446.7,2.0,175.6,South,Hillside,Moderate,Low,Agricultural,Alluvial,2.53
Washim,Maharashtra,WAS_002,20.2668,77.1581,294.3,7.8,291.8,West,Hillside,High,Low,Urban,Alluvial,4.15
Washim,Maharashtra,WAS_003,20.3176,77.4307,404.1,2.0,84.1,East,Hillside,Moderate,Low,Forest,Rocky,1.21
Washim,Maharashtra,WAS_004,20.1676,77.239,488.0,9.0,71.4,East,Hillside,Moderate,Low,Forest,Alluvial,3.99
Washim,Maharashtra,WAS_005,20.0841,77.1127,279.5,5.5,96.0,East,Hillside,High,Low,Urban,Black Cotton,2.93
Washim,Maharashtra,WAS_006,19.9975,77.3267,428.4,7.8,297.1,West,Hillside,Moderate,Low,Urban,Red Laterite,4.13
Washim,Maharashtra,WAS_007,20.3243,77.3962,311.7,12.9,268.4,West,Hillside,High,Moderate,Water Body,Sandy,2.85
Washim,Maharashtra,WAS_008,20.2394,76.9909,361.4,4.0,151.2,South,Hillside,High,Low,Forest,Black Cotton,1.17
Washim,Maharashtra,WAS_009,19.8283,77.1368,474.6,6.0,155.0,South,Hillside,Moderate,Low,Water Body,Alluvial,2.94
Washim,Maharashtra,WAS_010,20.3852,77.3691,506.7,4.5,16.3,North,Peak,Moderate,Low,Barren,Rocky,3.34
Washim,Maharashtra,WAS_011,20.2613,77.2277,392.1,3.9,226.0,West,Hillside,High,Low,Forest,Alluvial,0.79
Washim,Maharashtra,WAS_012,19.8941,76.9709,334.7,9.9,81.8,East,Hillside,High,Low,Urban,Rocky,4.22
Washim,Maharashtra,WAS_013,20.3449,76.9515,538.6,6.3,161.4,South,Peak,Moderate,Low,Urban,Black Cotton,1.96
Washim,Maharashtra,WAS_014,20.3117,77.2113,599.4,8.9,13.7,North,Peak,Moderate,Low,Urban,Black Cotton,1.99
Washim,Maharashtra,WAS_015,19.8557,76.8502,224.3,9.6,258.8,West,Valley,High,Low,Urban,Alluvial,1.95
Washim,Maharashtra,WAS_016,20.1293,77.3653,336.5,5.0,298.1,West,Hillside,High,Low,Forest,Rocky,1.19
Washim,Maharashtra,WAS_017,20.2865,77.3966,321.6,6.4,266.6,West,Hillside,High,Low,Forest,Black Cotton,4.12
Washim,Maharashtra,WAS_018,20.2754,77.1801,622.2,6.7,68.1,East,Peak,Moderate,Low,Forest,Red Laterite,4.23
Washim,Maharashtra,WAS_019,20.1952,77.1672,327.3,5.2,19.7,North,Hillside,High,Low,Forest,Black Cotton,3.63
Washim,Maharashtra,WAS_020,20.2047,77.1148,184.0,6.3,286.4,West,Valley,High,Low,Agricultural,Alluvial,1.25
Washim,Maharashtra,WAS_021,20.0394,77.1658,421.8,6.6,50.5,East,Hillside,Moderate,Low,Forest,Alluvial,2.99
Washim,Maharashtra,WAS_022,20.3114,77.221,336.1,5.4,229.9,West,Hillside,High,Low,Urban,Sandy,1.72
Washim,Maharashtra,WAS_023,20.0601,76.9767,438.7,3.9,358.6,North,Hillside,Moderate,Low,Forest,Alluvial,1.5
Washim,Maharashtra,WAS_024,20.1736,77.4038,424.3,1.9,131.7,East,Hillside,Moderate,Low,Forest,Sandy,3.51
Washim,Maharashtra,WAS_025,20.3436,77.4303,385.7,7.5,12.8,North,Hillside,High,Low,Barren,Black Cotton,2.21
Washim,Maharashtra,WAS_026,19.8351,76.9714,372.0,5.6,211.3,South,Hillside,High,Low,Agricultural,Sandy,2.25
Washim,Maharashtra,WAS_027,20.1399,76.9583,478.5,3.8,69.7,East,Hillside,Moderate,Low,Urban,Rocky,1.7
Washim,Maharashtra,WAS_028,20.2211,77.078,606.3,1.0,124.4,East,Peak,Moderate,Low,Agricultural,Alluvial,3.11
Washim,Maharashtra,WAS_029,20.3313,76.9432,555.8,4.8,28.7,North,Peak,Moderate,Low,Forest,Black Cotton,2.34
Washim,Maharashtra,WAS_030,20.4011,77.2688,297.4,3.6,311.1,West,Hillside,High,Low,Agricultural,Rocky,0.75
Yavatmal,Maharashtra,YAV_001,20.5836,77.9373,744.5,7.0,64.4,East,Peak,Moderate,Low,Barren,Alluvial,3.63
Yavatmal,Maharashtra,YAV_002,20.382,78.2226,412.6,7.7,285.9,West,Hillside,Moderate,Low,Barren,Red Laterite,4.29
Yavatmal,Maharashtra,YAV_003,20.301,78.0078,695.3,7.6,88.7,East,Peak,Moderate,Low,Forest,Sandy,3.37
Yavatmal,Maharashtra,YAV_004,20.4886,78.3729,259.3,8.1,87.0,East,Valley,High,Low,Urban,Rocky,2.72
Yavatmal,Maharashtra,YAV_005,20.3971,78.293,609.9,2.9,19.5,North,Peak,Moderate,Low,Forest,Rocky,1.48
Yavatmal,Maharashtra,YAV_006,20.2767,78.3479,495.8,5.2,300.1,West,Hillside,Moderate,Low,Forest,Black Cotton,1.05
Yavatmal,Maharashtra,YAV_007,20.5401,77.9215,545.4,7.8,0.4,North,Hillside,Moderate,Low,Forest,Alluvial,3.69
Yavatmal,Maharashtra,YAV_008,20.232,78.3718,550.4,4.7,131.5,East,Hillside,Moderate,Low,Forest,Alluvial,3.94
Yavatmal,Maharashtra,YAV_009,20.1682,78.4196,503.5,7.5,41.6,North,Hillside,Moderate,Low,Agricultural,Alluvial,4.05
Yavatmal,Maharashtra,YAV_010,20.6487,77.8796,356.2,5.9,106.4,East,Hillside,High,Low,Agricultural,Alluvial,3.33
Yavatmal,Maharashtra,YAV_011,20.1417,77.9894,513.9,5.2,197.3,South,Hillside,Moderate,Low,Forest,Black Cotton,1.47
Yavatmal,Maharashtra,YAV_012,20.1382,77.8741,364.4,7.0,87.7,East,Hillside,High,Low,Forest,Black Cotton,3.16
Yavatmal,Maharashtra,YAV_013,20.2969,78.1,666.9,5.1,219.9,South,Peak,Moderate,Low,Agricultural,Black Cotton,1.14
Yavatmal,Maharashtra,YAV_014,20.3752,78.2774,882.5,4.5,20.4,North,Peak,Moderate,Low,Barren,Black Cotton,3.42
Yavatmal,Maharashtra,YAV_015,20.46,78.0002,628.2,10.2,294.0,West,Peak,Moderate,Moderate,Agricultural,Rocky,1.24
Yavatmal,Maharashtra,YAV_016,20.2213,77.8295,703.8,7.0,315.8,North,Peak,Moderate,Low,Barren,Rocky,2.2
Yavatmal,Maharashtra,YAV_017,20.2587,78.262,409.3,0.2,290.9,West,Hillside,Moderate,Low,Agricultural,Sandy,2.74
Yavatmal,Maharashtra,YAV_018,20.1665,78.3453,158.1,9.4,182.8,South,Valley,High,Low,Forest,Rocky,3.92
Yavatmal,Maharashtra,YAV_019,20.1028,77.838,637.4,10.1,21.0,North,Peak,Moderate,Moderate,Water Body,Red Laterite,3.74
Yavatmal,Maharashtra,YAV_020,20.148,78.1829,654.4,7.3,121.4,East,Peak,Moderate,Low,Forest,Alluvial,2.12
Yavatmal,Maharashtra,YAV_021,20.1936,78.0676,366.4,4.2,251.8,West,Hillside,High,Low,Forest,Alluvial,3.53
Yavatmal,Maharashtra,YAV_022,20.3987,77.8232,505.8,11.4,294.5,West,Hillside,Moderate,Moderate,Forest,Alluvial,1.94
Yavatmal,Maharashtra,YAV_023,20.4199,78.2669,392.8,9.8,318.7,North,Hillside,High,Low,Forest,Alluvial,3.26
Yavatmal,Maharashtra,YAV_024,20.3488,78.0401,455.5,8.6,20.7,North,Hillside,Moderate,Low,Barren,Rocky,2.5
Yavatmal,Maharashtra,YAV_025,20.0892,78.4107,408.3,5.6,301.5,West,Hillside,Moderate,Low,Agricultural,Alluvial,3.75
Yavatmal,Maharashtra,YAV_026,20.571,77.8406,285.7,8.2,89.4,East,Hillside,High,Low,Agricultural,Red Laterite,2.3
Yavatmal,Maharashtra,YAV_027,20.1249,78.1473,423.2,10.0,137.8,South,Hillside,Moderate,Low,Forest,Alluvial,4.36
Yavatmal,Maharashtra,YAV_028,20.1266,78.223,427.9,5.7,50.4,East,Hillside,Moderate,Low,Forest,Red Laterite,0.51
Yavatmal,Maharashtra,YAV_029,20.177,78.2716,474.1,2.6,357.0,North,Hillside,Moderate,Low,Urban,Alluvial,1.24
Yavatmal,Maharashtra,YAV_030,20.4094,77.9756,585.9,6.1,298.8,West,Peak,Moderate,Low,Barren,Black Cotton,1.08
